Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
"Data Scientist, Marketing Analytics","$120,445 /yr (est.)","Are you interested in working for a Fortune 100 retailer? Do you want to be able to apply your analytical knowledge and experience to help solve constantly changing business and customer facing opportunities?

As a Data Scientist on the Business Analytics Team, you will support Marketing Measurement, identify buying behaviors and lifestyle characteristics of customers, measure the statistically significant purchasing behavior change at the product and customer segment level, develop sales forecasting methodologies, conduct A/B tests, and work with large cloud based datasets.

Additional responsibilities include:
providing research-based consultation and recommendations regarding the personalization of customer interfaces with Publix
developing and implementing scalable Data Science Analytical Solutions that rely on machine learning and artificial intelligence to automate and optimize key business processes and help improve efficiency and financial results",3.8,"Publix
3.8","Lakeland, FL",10000+ Employees,1930,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),-1
"Senior Data Scientist, ESG Innovation and Solutions","$156,400 /yr (est.)","The Role: Senior Data Scientist, ESG Innovation and Analytics
Grade: 12 (internal use only)
Location: London UK, New York, Boston US, Sydney, AU

The Role: S&P Global Trucost is a leader in ESG data and risk analysis, providing data, tools and insights to companies and financial institutions for the last 18 years in order to inform capital allocation to more sustainable business models and better communicate ESG performance to their stakeholders.
We are looking for an experienced Senior Data Scientist based in London to join our ESG Innovation and Analytics Team, part of S&P Global’s newly formed ESG Organization (Sustainable1). The role will focus on building and growing the team’s capabilities in data science with a strong focus on geospatial and big data analysis. The role provides an opportunity to work on a variety of cutting-edge projects in the field of sustainable finance.

The Opportunity: In this role, you will be working across a diverse range of ESG issues covering climate change, ecosystems, biodiversity and more. With the support of the Head of Data Innovation you will lead the team’s work in this space.

S&P Global Trucost’s expertise is providing data leveraged analytics and insights on ESG performance so that businesses and investors can understand how to direct investments that create value and avoid risk. We’ve been informing companies, financial institutions, regulators and thought leaders since 2000. S&P Global Trucost’s carbon data underpins the S&P Global Carbon Efficient Index series selected by Government Pension Investment fund for Japan (GPIF) to serve as the benchmark for their ESG investment strategy. S&P Global Trucost’s clients also include DBS Bank, ERAFP, Fidelity, Future Fund, Goldman Sachs, HSBC, State Street Global Advisors and UBS among many others.

Our team is composed of experienced professionals driven to identify the transformative solutions of tomorrow. The business has a casual and friendly atmosphere with an entrepreneurial spirit. We value teamwork and it is crucial that you are a team player to be successful within our organization.

“I am looking for a seasoned Data Scientist with extensive experience in applying geospatial data science to lead on the development of new datasets and analytics to support business and investment decision-making. You must be passionate about using data to answer complex sustainability questions”.


S&P Global states that the anticipated base salary range for this position is $ 82,600 to $230,200 . Base salary ranges may vary by geographic location.
In addition to base compensation, this role is eligible for an annual incentive plan. This role is not eligible for additional compensation such as an annual incentive bonus or sales commission plan.
This role is eligible to receive additional S&P Global benefits. For more information on the benefits we provide to our employees, visit https://www.spgbenefitessentials.com/newhires


Work with and coordinating interdisciplinary teams and projects at the intersection of large-scale datasets, geospatial analytics, remote sensing and machine learning

Conduct geospatial, remote sensing and other advanced statistical data analyses

Ensure high degree of confidence in the data products including but not limited to developing QA/QC strategies to ensure they are platform-ready

Manage key components of ongoing projects with internal and external partners, including but not limited to Technology Teams, Product Teams, Data Management Teams as well as external stakeholders or data providers

Clearly communicate insights and technical approaches verbally and in writing, including documenting analytical methodologies and other outputs appropriate for use by specialist as well as non-specialists

Work collaboratively with a diverse team across multiple locations to conduct analysis and ensure the quality of insights

Help develop reports, factsheets, blog posts, and other materials for general and specific audiences on the topics of focus

Provide feedback from the market to help shape S&P Global’s ESG product innovation roadmap


Strong quantitative background in geospatial data analytics and tools (e.g. geostatistics and related applications to GIS and remote sensing data, and GIS tools)

Experience in machine learning will be viewed favourably

Experience working with large geospatial and satellite datasets is highly desired

Strong proficiency in scientific programming languages (Python preferred)

Demonstrated skills in data and project management

Intellectual agility and comfort with working on a wide variety of environmental topics.

Excellent written and oral communication skills

Experience translating quantitative geospatial analytical information for non-specialist audiences

Ability to work independently and support a multi-disciplinary team, using independent judgment to plan, prioritize, and organize a diverse workload in a fast-paced environment

Demonstrated self-awareness, cultural competency and inclusivity, and ability to work with colleagues and stakeholders across diverse cultures and backgrounds

Self-motivated, organized, detail-oriented, with a positive, “can do” attitude


10+ years of relevant industry experience including leadership of complex projects

Proven experience managing analysis / data science teams

Experience working with GIS systems and geospatial data

MS degree in an analytical field (e.g. Statistics, Economics, Applied Math, Operations Research, Physics, and Data Science) or extensive track record as a data science practitioner.

Consulting skills, (e.g. ability to help define business problems, propose and gain alignment on solutions, and execute the implementation)

Able to convey complex information in an understandable, compelling, and persuasive manner to senior executives

Direct experience and the ability to use and coach others a range of modern data science, analytics, and reporting tools (e.g., Python, R, Dash, Hadoop, Spark, Alteryx, ESRI, SAS, SQL)

Prior financial services experience will be looked upon favourably but is not a prerequisite

S&P Global Corporate
At S&P Global, we don’t give you intelligence—we give you essential intelligence. The essential intelligence you need to make decisions with conviction. We’re the world’s foremost provider of credit ratings, benchmarks and analytics in the global capital and commodity markets. Our divisions include S&P Global Ratings, S&P Global Market Intelligence, S&P Dow Jones Indices and S&P Global Platts. For more information, visit www.spglobal.com .

S&P Global has a Securities Disclosure and Trading Policy (“the Policy”) that seeks to mitigate conflicts of interest by monitoring and placing restrictions on personal securities holding and trading. The Policy is designed to promote compliance with global regulations. In some Divisions, pursuant to the Policy’s requirements, candidates at S&P Global may be asked to disclose securities holdings. Some roles may include a trading prohibition and remediation of positions when there is an effective or potential conflict of interest. Employment at S&P Global is contingent upon compliance with the Policy.


S&P Global is an equal opportunity employer committed to making all employment decisions without regard to race/ethnicity, sex, pregnancy, gender identity or expression, color, creed, religion, national origin, age, disability, marital status (including domestic partnerships and civil unions), sexual orientation, military veteran status, unemployment status, or other legally protected categories, subject to applicable law.
If you need an accommodation during the application process due to a disability, please send an email to: EEO.Compliance@spglobal.com and your request will be forwarded to the appropriate person.


The EEO is the Law Poster http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf describes discrimination protections under federal law.

#LI-NJ1

10 - Officials or Managers (EEO-2 Job Categories-United States of America), PDMGDV103.2 - Middle Management Tier II (EEO Job Group), SWP Priority – Ratings - (Strategic Workforce Planning)

270862
2022-02-14
London, United Kingdom",4.1,"S&P Global
4.1","Boston, MA",10000+ Employees,1888,Company - Public,Financial Analytics & Research,Finance,$5 to $10 billion (USD),-1
Data Scientist (University Graduate),"$151,000 /yr (est.)","Your Job
As a Data Scientist at Indeed your role is to follow the data. Analyze, visualize, and model job search related data. You will build and implement machine learning models to make timely decisions. You will have access to unparalleled resources within Indeed to grow and develop both personally and professionally.

We are looking for a mixture between a statistician, scientist, machine learning expert and engineer: someone who has passion for building and improving Internet-scale products informed by data. The ideal candidate understands human behavior and knows what to look for in the data.

Responsibilities
Have full stack experience in data collection, aggregation, analysis, visualization, productionization, and monitoring of data science products",4.4,"Indeed
4.4",Remote,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),-1
Principal Data Scientist - Network Planning for Airlines,-1,"Summary of the role:
Where to fly, when to fly, what to fly...
The art of Network Planning and Scheduling is at the heart of Airlines. It defines what an Airline intends to fly for a specific future period including routes, timing, aircraft assignments, and rotations. At the same time, it must satisfy operations constraints (crew, aircraft maintenance, airport curfew, passenger types (business, leisure, booking habits) and factor uncertain future environment (competition, pandemic evolution).
At Amadeus, we want to re-invent the future of Network Planning with ""Sky Suite""; the next generation optimization, simulation, and data analytics solutions to help airlines improve their efficiency and profitability.

Are you the next we are looking for?",4.0,"Amadeus
4.0",Remote,10000+ Employees,1987,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),-1
Senior Data Analyst,"$97,104 /yr (est.)","Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
NIKE is a technology company. From our flagship website and five-star mobile apps to developing products, managing big data and providing leading edge engineering and systems support, our teams at NIKE Global Technology exist to revolutionize the future at the confluence of tech and sport. We invest and develop advances in technology and employ the most creative people in the world, and then give them the support to constantly innovate, iterate and serve consumers more directly and personally. Our teams are innovative, diverse, multidisciplinary and collaborative, taking technology into the future and bringing the world with it.",4.1,"Nike
4.1","Beaverton, OR",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1
Manager - Statistical Analyst,"$132,750 /yr (est.)","Your Opportunity

Do you have a desire to lead change and passion for improving client experience through data & analytics? If so, this exciting opportunity is for you! Charles Schwab's Digital Services group is responsible for leading digital disruption on behalf of investors and advisors. Data, Analytics, and Insights is a department within Digital Services, of over 300 team members focused on firm-wide strategic decision support, client behavior diagnostics, advanced analytics, market research, client loyalty, management reporting, and client and prospect data management. Our mission is to help Schwab compete on analytics – in particular, to serve our client and cultivate their loyalty by understanding their need and goals better than anyone and make strategic decisions in a data-driven and fact-based manner.

More specifically, our Retail Analytics team provides dedicated support to Investor Services, which generates 75% of Schwab’s revenue and is well-positioned for significant growth over the next 3-5 years. The team focuses on delivering actionable insights to drive growth and help leadership make better business decisions.",4.0,"Charles Schwab
4.0","Lone Tree, CO",10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),-1
"Senior Director, Data Science (Commercial Analytics) (Open to remote work, except the following locations: SD, VT, and WV)","$199,000 /yr (est.)","Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
NIKE is a technology company. From our flagship website and five-star mobile apps to developing products, managing big data and providing leading edge engineering and systems support, our teams at NIKE Global Technology exist to revolutionize the future at the confluence of tech and sport. We invest and develop advances in technology and employ the most creative people in the world, and then give them the support to constantly innovate, iterate and serve consumers more directly and personally. Our teams are innovative, diverse, multidisciplinary and collaborative, taking technology into the future and bringing the world with it.",4.1,"Nike
4.1","Beaverton, OR",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1
Data Scientist - 100% Remote,"$162,500 /yr (est.)","We have an immediate need for an experienced Data Scientist. This permanent position is 100% remote and offers competitive compensation (that will depend on level of experience) as well as an excellent benefits package.
Target Skills and Experience:
5+ years of Data Analytics experience while working as a Data Scientist.
Strong ability to analyze large amounts of data to discover trends and patterns and build predictive models and machine-learning algorithms to support decision making and quality improvement.
Strong ability to evaluate predictive models, including those developed by vendors or other data scientists, and produce actionable insights, strategies, and recommendations to business challenges.
Healthcare knowledge including hands-on experience working with Healthcare Provider and Patient data for analytics purposes.",-1,BlueSky Technology Solutions,Remote,-1,-1,-1,-1,-1,-1,-1
Data Scientist,"$101,589 /yr (est.)","NSA Overview: The professionals at the National Security Agency (NSA) have one common goal: to protect our nation. The mission requires a strong offense and a steadfast defense. The offense collects, processes, and disseminates intelligence information derived from foreign signals for intelligence and counterintelligence purposes. The defense prevents adversaries from gaining access to sensitive classified national security information. At NSA, Data Science is a fundamental discipline and is present in nearly every aspect of the mission. NSA is the nation's leader in providing foreign signals intelligence while also protecting U.S. government information systems, forging the frontier of communications, and data analysis. We serve the American people by applying technical skills to meaningful work, keeping our friends and families safe for generations to come. You will make a lasting impact serving your country as a Data Scientist at the National Security Agency, using your curiosity and technical expertise to analyze large data sets to inform decision-making against foreign threats. Description of Position: Data science at NSA is a multi-disciplinary field that uses elements of mathematics, statistics, computer science, and application-specific knowledge to gather, make, and communicate principled conclusions from data. Data science is present in every aspect of the mission. NSA Data Scientists tackle challenging real-world problems leveraging big data, high-performance computing, machine learning, and a breadth of other methodologies. We are looking for critical thinkers, problem solvers, and motivated individuals who are enthusiastic about data and believe that answers to hard questions lie in the yet-to-be-told story of diverse, complicated data sets. You will employ your mathematical science, computer science, and quantitative analysis skills to develop solutions to complex data problems and take full advantage of NSA's capabilities to tackle the highest priority foreign intelligence and cybersecurity challenges. Direct hire data scientists are hired into positions directly supporting a technical mission office. You will have the opportunity to collaborate with NSA's experts in the field of data science and other computational disciplines while tackling NSA's highest priority mission challenges. You will have opportunities to attend technical conferences with experts internally and from industry and academia as well as discuss and share NSA's challenges and successes at technical roundtables. As a Data Scientist at NSA, your responsibilities may include: - Exploratory data analysis and exploratory model-fitting to reveal data features of interest - Machine-learned predictive modeling - Construct usable data sets from multiple sources to meet customer needs - Identifying and analyzing anomalous data (including metadata) - Developing conceptual design and models to address mission requirements - Developing qualitative and quantitative methods for characterizing datasets in various states. - Performing analytic modeling, scripting, and/or programming - Working collaboratively and iteratively throughout the data-science lifecycle - Designing and developing analytics and techniques for analysis - Analyzing data using mathematical and statistical methods - Evaluating, documenting, and communicating research processes, analyses, and results to customers, peers, and leadership - Creating interpretable visualizations",3.5,"National Security Agency
3.5","Fort Meade, MD",Unknown,-1,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1
"Data Scientist, Infrastructure","$162,533 /yr (est.)","About Pinterest:
Millions of people across the world come to Pinterest to find new ideas every day. It's where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. In your role, you'll be challenged to take on work that upholds this mission and pushes Pinterest forward. You'll grow as a person and leader in your field, all the while helping Pinners make their lives better in the positive corner of the internet.
We're looking for an analytical thinker to help us understand how our infrastructure costs scale with our business. You will work closely with the Infrastructure Governance group and a cross functional team of engineering, product and finance stakeholders to increase visibility into our infrastructure related trends and to suggest actions we can take to make it more predictable over time. The ideal candidate will possess both strong technical and analytical skills; be able to communicate technical details, at a level appropriate for the audience.",4.1,"Pinterest
4.1","San Francisco, CA",1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),-1
"Staff Data Scientist, Platform","$150,200 /yr (est.)","To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Products and Technology
Job Details
We are looking for an experienced Data Scientist to support the Platform product area at Slack. The Platform ecosystem is a critical component of Slack’s strategy to become the place where work happens. It enables users to truly customize Slack and integrate their everyday tools to streamline and speed up work!

Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records.
As a federal contractor, Salesforce is required to verify that all US-based employees are fully vaccinated against COVID-19. If you receive an offer and are unable to get vaccinated for religious or medical reasons, you may request a reasonable accommodation.",4.6,"Slack
4.6","Denver, CO",1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1
Computer Engineer (Data Scientist),"$140,014 /yr (est.)","Help
This job is open to
Career transition (CTAP, ICTAP, RPL)
Federal employees who meet the definition of a ""surplus"" or ""displaced"" employee.
Federal employees - Excepted service
Current excepted service federal employees.
Individuals with disabilities
Military spouses",3.5,"US Internal Revenue Service
3.5","Fresno, CA",10000+ Employees,1862,Government,Federal Agencies,Government,Unknown / Non-Applicable,-1
Data Science Manager - Communities & Servers,"$96,438 /yr (est.)","People love Discord because it connects them with people they care about - friends, family, and communities with common interests. To empower people to build genuine relationships and create belonging in their lives, Discord must provide an outstanding experience across the many aspects of the service, from the quality of service to the application performance.
We are looking for a technical, hands-on, and mission-driven manager to join and lead our Apps & Developers pillar within the Ecosystems and Servers Data Science team.
You will use your experience leading an outstanding team to partner directly with Product, Engineering, Operations, Policy, and Data Platform. You will coordinate with product managers, engineers, and operations to use analytics and machine learning to guide product development and ensure that Discord is the best service it can be. Check out our blog about how our team informs strategy & innovation at Discord here!",4.4,"Discord
4.4","San Francisco, CA",51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),-1
"Senior Data Scientist - People and Organizational Performance, Org Analytics","$125,043 /yr (est.)","Who You'll Work With
You will be joining the Waltham office as part of the OrgSolutions team.
OrgSolutions combines innovative design technology and advanced analytics with deep expertise to help our clients make effective organizational decisions. OrgSolutions can help human resources and business leaders to make smarter organizational decisions by leveraging advanced data analytics, user-centric design technology and proven methodologies. These approaches help clients to answer critical questions related to cost reduction, efficiency and effectiveness streamlining, merger plans, divestments and carve outs, and talent deployment.
In creating asset-enabled practices, McKinsey is driving innovation in how we serve clients with analytics and design thinking. In recent years, McKinsey has hired thousands of technology professionals – data scientists, designers, software engineers, product managers, etc – to serve alongside generalist consultants and identify ways that technology can improve outcomes.",4.4,"McKinsey & Company
4.4","Atlanta, GA",10000+ Employees,1926,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
Data Scientist - Merchandising Analytics - Remote,-1,"Job Description
Join a high impact, customer-obsessed analytics team!
Nordstrom is a specialty retailer offering the very best in fashion and customer service since 1901. We live by five simple values that guide how we work together day-to-day and how we deliver analytics & data science products. We are customer-obsessed, owners at heart, curious and ever-changing, we extend ourselves to our peers and our customers, and we’re here to win!
We are committed to building teams that reflect the diversity of our customers and active inclusion is core to how Nordstrom wins. We’re an equal opportunity employer and encourage individuals from underrepresented backgrounds to apply. The ideal candidate is a self-starter and strong technical contributor who is always looking for new opportunities to solve business problems with data-driven tools. The individual should be highly curious about the business and possess the skills to unlock rich, nuanced insights from complicated data and communicate those insights in a way that drives positive business outcomes.

Colorado: $91,000-$136,500, Nevada: $91,000-$136,500",3.7,"Nordstrom Inc
3.7",Remote,10000+ Employees,1901,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),-1
"Data Scientist, Freemium Marketing Analytics","$107,170 /yr (est.)","Data, Research & Insights
Data Science
Spotify is looking for an experienced data scientist to join the Marketing and Consumer Insights (MCI) team to support Spotify’s Marketing organization in their pursuit of building a globally loved brand and bringing the next generation of fans to Spotify.
Location
New York or Remote Americas
Job type
Permanent
This role will provide analytical support for our global Freemium Marketing team to ensure our brand development efforts are conducted in the most impactful way possible, ultimately improving brand investment outcomes for Spotify. Success will require gaining a strong understanding of Spotify’s Freemium Marketing strategy, providing clear and concise insights that support marketing leadership, and developing a trusted partnership with marketing teams.",4.2,"Spotify
4.2","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1
Senior Data Analyst (Loyalty & Player Engagement),"$119,944 /yr (est.)","Why PlayStation?
PlayStation isn't just the Best Place to Play — it's also the Best Place to Work. Today, we're recognized as a global leader in entertainment producing The PlayStation family of products and services including PlayStation®5, PlayStation®4, PlayStation®VR, PlayStation®Plus, PlayStation™Now, acclaimed PlayStation software titles from PlayStation Studios, and more.
PlayStation also strives to create an inclusive environment that empowers employees and embraces diversity. We welcome and encourage everyone who has a passion and curiosity for innovation, technology, and play to explore our open positions and join our growing global team.
The PlayStation brand falls under Sony Interactive Entertainment, a wholly-owned subsidiary of Sony Corporation.",4.0,"PlayStation Global
4.0","San Mateo, CA",5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Games,Media,$10+ billion (USD),-1
"Staff Data Scientist, Platform","$150,200 /yr (est.)","To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Products and Technology
Job Details
We are looking for an experienced Data Scientist to support the Platform product area at Slack. The Platform ecosystem is a critical component of Slack’s strategy to become the place where work happens. It enables users to truly customize Slack and integrate their everyday tools to streamline and speed up work!

Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records.
As a federal contractor, Salesforce is required to verify that all US-based employees are fully vaccinated against COVID-19. If you receive an offer and are unable to get vaccinated for religious or medical reasons, you may request a reasonable accommodation.",4.5,"Salesforce
4.5",Remote,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
"Data Scientist, Basketball Integrity","$91,252 /yr (est.)","At the NBA, we’re passionate about growing and celebrating the game of basketball. Through the intensity of the game and the amazing athletic skill of our players, we deliver excitement to hundreds of millions of fans around the world.

As a global sports and media business, the NBA is so much more. While Basketball Operations runs the league’s on-court activities, other departments manage relationships with television and digital media partners, develop marketing partnerships with some of the world’s most recognizable companies, oversee the licensing of NBA merchandise, and handle a wide range of responsibilities that drive the NBA’s success.

The NBA is committed to providing a safe and healthy workplace. To safeguard our employees and their families, our visitors, and the broader community from COVID-19, and in consideration of recommendations from health authorities and the NBA’s own advisors, any individual working onsite in our New York and New Jersey offices must be fully vaccinated against COVID-19. The NBA will discuss accommodations for individuals who cannot be vaccinated due to a medical reason or sincerely held religious belief, practice, or observance.",3.9,"the NBA
3.9","New York, NY",1001 to 5000 Employees,1946,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,-1
Data Scientist - North America,-1,"Applies developed subject matter knowledge to solve common and complex business issues within established guidelines and recommends appropriate alternatives. Works on problems of diverse complexity and scope. May act as a team or project leader providing direction to team activities and facilitates information validation and team decision making process. Exercises independent judgment within generally defined policies and practices to identify and select a solution. Ability to handle most unique situations. May seek advice in order to make decisions on complex business issues.
Responsibilities
Mines data using modern tools and programming languages.
Defines and implements models to uncover patterns and predictions creating business value and innovation.
Works with the business to understand the business domain perspective.",4.2,"HP
4.2",California,10000+ Employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
"Data Scientist, Marketing Analytics","$120,445 /yr (est.)","Are you interested in working for a Fortune 100 retailer? Do you want to be able to apply your analytical knowledge and experience to help solve constantly changing business and customer facing opportunities?

As a Data Scientist on the Business Analytics Team, you will support Marketing Measurement, identify buying behaviors and lifestyle characteristics of customers, measure the statistically significant purchasing behavior change at the product and customer segment level, develop sales forecasting methodologies, conduct A/B tests, and work with large cloud based datasets.

Additional responsibilities include:
providing research-based consultation and recommendations regarding the personalization of customer interfaces with Publix
developing and implementing scalable Data Science Analytical Solutions that rely on machine learning and artificial intelligence to automate and optimize key business processes and help improve efficiency and financial results",3.8,"Publix
3.8","Lakeland, FL",10000+ Employees,1930,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),-1
"Data Scientist - Tiktok Ads, Growth Marketing","$147,032 /yr (est.)","TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

The mission of TikTok Ads Platform is to connect global advertisers and users, advertisers of any industry and experience level are able to get suitable marketing solutions, then easily create, manage and optimize ads. The vision is to build an easy-to-understand, easy-to-use and powerful Ads Platform.

The Ad Growth team is responsible for driving advertising growth on TikTok platform. We achieve it by acquiring and retaining advertisers through brand marketing, performance marketing, organic growth initiatives and customer management. We build products that allow us to reach more audiences, improve targeting, optimize bidding, better measure incrementally.

Responsibilities:
We are looking for experienced Data Scientists to influence the product roadmaps for the Ad Growth team.
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.
TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at USRC@tiktok.com.",3.5,"TikTok
3.5","Mountain View, CA",1001 to 5000 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1
Lead Data Scientist - Customer Data Science,"$153,275 /yr (est.)","Data scientists at Disney Streaming Services are the insights and modeling partners for the growth, content, marketing, product, and engineering teams at Disney+, Hulu and ESPN+. They use data to empower decision-makers with information, predictions, and insights that ultimately influence the experiences of millions of users worldwide. Scientists on the team build models, perform statistical analysis, and create visualizations to provide scalable, persistent capability that is iteratively improved through direct interaction with cross-functional business partners.
WHAT YOU'LL DO
Modeling: Design, build and improve machine learning models. Work end to end from data collection, feature generation and selection, algorithm development, forecasting, visualization and communicating of model results. Collaborate with engineering to productionize models.
Drive experimentation to test impact of model based optimization.",3.9,"Hulu
3.9","Santa Monica, CA",1001 to 5000 Employees,2007,Company - Private,TV Broadcast & Cable Networks,Media,$1 to $2 billion (USD),-1
Data Scientist,"$117,000 /yr (est.)","Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
Analytics is a competitive differentiator for Nike and is fundamentally changing how the company serves athletes and consumers around the world. The Nike Commercial Analytics team builds analytic-based solutions to manage marketplace and optimize the supply chain. Using big data, advanced analytics and state-of-the-art technology, the team strives to ensure that Nike gets the right product to the right place at the right time for the consumers.",4.1,"Nike
4.1","Beaverton, OR",10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1
"Lead Data Scientist, Marketing Analytics","$125,496 /yr (est.)","Data, Research & Insights
Data Science
Spotify is looking for an extraordinary candidate to join the Marketing and Consumer Insights (MCI) team to support Spotify’s Marketing organization in their pursuit of building a globally loved brand and bringing the next generation of fans to Spotify.
Location
New York or Remote Americas
Job type
Permanent
The primary duties of this role will be to lead the Marketing Analytics team that provides analytical support for our global Freemium Marketing team, leading the measurement and evaluation of our marketing activities to drive greater understanding on our ability to impact brand health and ensure we continuously improve the effectiveness of our marketing investments.",4.2,"Spotify
4.2","New York, NY",5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,-1
"Senior Data Scientist, Product Intelligence","$150,110 /yr (est.)","Work Styles at Zoom
In most cases, you will have the opportunity to choose your preferred working location from the following options when you join Zoom: in-person, hybrid or remote. Visit this page for more information about
Zoom's Workstyles
.
Senior Data Scientist, Product Intelligence
FULL TIME, US-REMOTE

The Data Team at Zoom brings data closer to the decision. We know that to deliver customer happiness we need to build best in class products. We support this by empowering Product with behavioral insights to help them build better products. While providing these insights, we also need to ensure that we’re meeting the consent, privacy, and regulatory needs of hundreds of millions of users worldwide.
This role will be part of the Product Intelligence team and will be working closely with the Whiteboard product team. Whiteboard is a powerful virtual hub for real-time and asynchronous collaboration, creating more engaging and efficient meeting experiences. Any team, from enterprise to education, can use the Zoom Whiteboard experience to create, annotate, and share ideas from any device whether you’re in a Zoom meeting or not. This role will work closely with Product, Engineering and the Data Engineering team to help ensure the success of the product. The ideal candidate will have experience partnering with Product to define success metrics and define data requirements to ensure we are set up for success when the product or feature launches. The ideal candidate will have experience measuring product impact using causal inference and A/B testing. The individual will play a key role in providing insights around product usage beyond just the “What?” but to answer the “Why?” behind user behavior. Our team values diversity, collaboration, creativity and most importantly - having fun! Come join us!
$97,920.00 USD
$181,170.00 USD
#LI-Remote",4.4,"Zoom Video Communications, Inc.
4.4","San Francisco, CA",1001 to 5000 Employees,2011,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),-1
