index,Job Title,Salary Estimate,Job Description,Rating,Company Name,Size,Founded,Type of ownership,Industry,Sector,Revenue,Job_country,Job_state,Company_Year,python_yn,visualization_yn,Excel_yn,analysis_yn,communication_yn,aws_yn,desc_len,Job_Title,seniority
595,"Data Scientist, Marketing Analytics & Insights",96.004,"The Data Scientist, Theatrical Marketing joins a growth area at Sony Pictures Entertainment (SPE), positioned at the fast-moving intersection of film marketing strategy, shifting consumer behaviors, and big data / predictive modeling. The role is built for a self-starter, and creative, quantitative thinker; someone comfortable pushing for structured insights amidst disparate data sets, and excited about applying data and analytics to evolving Theatrical Film Marketing.",4.0,"Sony Pictures Entertainment, Inc.",5001 to 10000 Employees,1989,Subsidiary or Business Segment,Motion Picture Production & Distribution,Media,$5 to $10 billion (USD),Culver City, CA,33,0,0,0,0,0,0,473,data scientist,na
597,Senior Data Scientist,181.5,"Your Opportunity

The Schwab Asset Management, Sales Analytics team is embedded within the Sales team to provide close alignment and support to Sales. We are salespeople using analytic tools and techniques to drive enhanced sales outcomes. One’s contribution can be seen daily in the effectiveness of the sales team’s outreach, marketing campaigns, and deepening of existing client relationships. We are looking for a highly-motivated, self-driven Data Scientist to help deliver actionable opportunities, insights, and leads to the Sales Team.
What you are good at

The Sr Manager, Data Scientist, SAM Sales Analytics, will be primarily responsible for developing, tuning, and socializing targeting models with the Sales team and leadership, as well as, building out our prospect and client segmentation strategies across the different channels. This role will help shape the infrastructure and framework of an established and evolving data environment within SAM, to support machine learning, data modeling and advanced analytics.",4.0,Charles Schwab,10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Lone Tree, CO,49,0,0,0,0,0,0,1031,data scientist,senior
598,"Data Scientist, Infrastructure",162.533,"About Pinterest:
Millions of people across the world come to Pinterest to find new ideas every day. It's where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. In your role, you'll be challenged to take on work that upholds this mission and pushes Pinterest forward. You'll grow as a person and leader in your field, all the while helping Pinners make their lives better in the positive corner of the internet.
We're looking for an analytical thinker to help us understand how our infrastructure costs scale with our business. You will work closely with the Infrastructure Governance group and a cross functional team of engineering, product and finance stakeholders to increase visibility into our infrastructure related trends and to suggest actions we can take to make it more predictable over time. The ideal candidate will possess both strong technical and analytical skills; be able to communicate technical details, at a level appropriate for the audience.",4.1,Pinterest,1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),San Francisco, CA,12,0,0,0,0,0,0,1086,data scientist,na
599,Senior Data Analyst,97.104,"Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
NIKE is a technology company. From our flagship website and five-star mobile apps to developing products, managing big data and providing leading edge engineering and systems support, our teams at NIKE Global Technology exist to revolutionize the future at the confluence of tech and sport. We invest and develop advances in technology and employ the most creative people in the world, and then give them the support to constantly innovate, iterate and serve consumers more directly and personally. Our teams are innovative, diverse, multidisciplinary and collaborative, taking technology into the future and bringing the world with it.",4.1,Nike,10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0,1132,analyst,senior
600,"Staff Data Scientist, Platform",150.2,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Products and Technology
Job Details
We are looking for an experienced Data Scientist to support the Platform product area at Slack. The Platform ecosystem is a critical component of Slack’s strategy to become the place where work happens. It enables users to truly customize Slack and integrate their everyday tools to streamline and speed up work!

Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records.
As a federal contractor, Salesforce is required to verify that all US-based employees are fully vaccinated against COVID-19. If you receive an offer and are unable to get vaccinated for religious or medical reasons, you may request a reasonable accommodation.",4.6,Slack,1001 to 5000 Employees,2014,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,Denver, CO,8,0,0,0,0,0,0,974,data scientist,na
601,Computer Engineer (Data Scientist),140.014,"Help
This job is open to
Career transition (CTAP, ICTAP, RPL)
Federal employees who meet the definition of a ""surplus"" or ""displaced"" employee.
Federal employees - Excepted service
Current excepted service federal employees.
Individuals with disabilities
Military spouses",3.5,US Internal Revenue Service,10000+ Employees,1862,Government,Federal Agencies,Government,Unknown / Non-Applicable,Fresno, CA,160,0,0,0,0,0,0,271,data scientist,na
602,Data Science Manager - Communities & Servers,96.438,"People love Discord because it connects them with people they care about - friends, family, and communities with common interests. To empower people to build genuine relationships and create belonging in their lives, Discord must provide an outstanding experience across the many aspects of the service, from the quality of service to the application performance.
We are looking for a technical, hands-on, and mission-driven manager to join and lead our Apps & Developers pillar within the Ecosystems and Servers Data Science team.
You will use your experience leading an outstanding team to partner directly with Product, Engineering, Operations, Policy, and Data Platform. You will coordinate with product managers, engineers, and operations to use analytics and machine learning to guide product development and ensure that Discord is the best service it can be. Check out our blog about how our team informs strategy & innovation at Discord here!",4.4,Discord,51 to 200 Employees,2015,Company - Private,Internet,Information Technology,$1 to $5 million (USD),San Francisco, CA,7,0,0,0,0,0,0,950,manager,na
603,"Data Scientist, Freemium Marketing Analytics",107.17,"Data, Research & Insights
Data Science
Spotify is looking for an experienced data scientist to join the Marketing and Consumer Insights (MCI) team to support Spotify’s Marketing organization in their pursuit of building a globally loved brand and bringing the next generation of fans to Spotify.
Location
New York or Remote Americas
Job type
Permanent
This role will provide analytical support for our global Freemium Marketing team to ensure our brand development efforts are conducted in the most impactful way possible, ultimately improving brand investment outcomes for Spotify. Success will require gaining a strong understanding of Spotify’s Freemium Marketing strategy, providing clear and concise insights that support marketing leadership, and developing a trusted partnership with marketing teams.",4.2,Spotify,5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,New York, NY,16,0,0,0,0,0,0,807,data scientist,na
604,"Senior Data Scientist - People and Organizational Performance, Org Analytics",125.043,"Who You'll Work With
You will be joining the Waltham office as part of the OrgSolutions team.
OrgSolutions combines innovative design technology and advanced analytics with deep expertise to help our clients make effective organizational decisions. OrgSolutions can help human resources and business leaders to make smarter organizational decisions by leveraging advanced data analytics, user-centric design technology and proven methodologies. These approaches help clients to answer critical questions related to cost reduction, efficiency and effectiveness streamlining, merger plans, divestments and carve outs, and talent deployment.
In creating asset-enabled practices, McKinsey is driving innovation in how we serve clients with analytics and design thinking. In recent years, McKinsey has hired thousands of technology professionals – data scientists, designers, software engineers, product managers, etc – to serve alongside generalist consultants and identify ways that technology can improve outcomes.",4.4,McKinsey & Company,10000+ Employees,1926,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,Atlanta, GA,96,0,0,0,0,0,0,1012,data scientist,senior
606,Senior Data Analyst (Loyalty & Player Engagement),119.944,"Why PlayStation?
PlayStation isn't just the Best Place to Play — it's also the Best Place to Work. Today, we're recognized as a global leader in entertainment producing The PlayStation family of products and services including PlayStation®5, PlayStation®4, PlayStation®VR, PlayStation®Plus, PlayStation™Now, acclaimed PlayStation software titles from PlayStation Studios, and more.
PlayStation also strives to create an inclusive environment that empowers employees and embraces diversity. We welcome and encourage everyone who has a passion and curiosity for innovation, technology, and play to explore our open positions and join our growing global team.
The PlayStation brand falls under Sony Interactive Entertainment, a wholly-owned subsidiary of Sony Corporation.",4.0,PlayStation Global,5001 to 10000 Employees,1994,Subsidiary or Business Segment,Video Games,Media,$10+ billion (USD),San Mateo, CA,28,0,0,0,0,0,0,769,analyst,senior
607,"Staff Data Scientist, Platform",150.2,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Products and Technology
Job Details
We are looking for an experienced Data Scientist to support the Platform product area at Slack. The Platform ecosystem is a critical component of Slack’s strategy to become the place where work happens. It enables users to truly customize Slack and integrate their everyday tools to streamline and speed up work!

Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records.
As a federal contractor, Salesforce is required to verify that all US-based employees are fully vaccinated against COVID-19. If you receive an offer and are unable to get vaccinated for religious or medical reasons, you may request a reasonable accommodation.",4.5,Salesforce,10000+ Employees,1999,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),Remote,Remote,23,0,0,0,0,0,0,974,data scientist,na
608,"Data Scientist, Basketball Integrity",91.252,"At the NBA, we’re passionate about growing and celebrating the game of basketball. Through the intensity of the game and the amazing athletic skill of our players, we deliver excitement to hundreds of millions of fans around the world.

As a global sports and media business, the NBA is so much more. While Basketball Operations runs the league’s on-court activities, other departments manage relationships with television and digital media partners, develop marketing partnerships with some of the world’s most recognizable companies, oversee the licensing of NBA merchandise, and handle a wide range of responsibilities that drive the NBA’s success.

The NBA is committed to providing a safe and healthy workplace. To safeguard our employees and their families, our visitors, and the broader community from COVID-19, and in consideration of recommendations from health authorities and the NBA’s own advisors, any individual working onsite in our New York and New Jersey offices must be fully vaccinated against COVID-19. The NBA will discuss accommodations for individuals who cannot be vaccinated due to a medical reason or sincerely held religious belief, practice, or observance.",3.9,the NBA,1001 to 5000 Employees,1946,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,New York, NY,76,0,0,0,0,0,0,1184,data scientist,na
610,"Data Scientist - Tiktok Ads, Growth Marketing",147.032,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.

The mission of TikTok Ads Platform is to connect global advertisers and users, advertisers of any industry and experience level are able to get suitable marketing solutions, then easily create, manage and optimize ads. The vision is to build an easy-to-understand, easy-to-use and powerful Ads Platform.

The Ad Growth team is responsible for driving advertising growth on TikTok platform. We achieve it by acquiring and retaining advertisers through brand marketing, performance marketing, organic growth initiatives and customer management. We build products that allow us to reach more audiences, improve targeting, optimize bidding, better measure incrementally.

Responsibilities:
We are looking for experienced Data Scientists to influence the product roadmaps for the Ad Growth team.
TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We believe individuals shouldn't be disadvantaged because of their background or identity, but instead should be considered based on their strengths and experience. We are passionate about this and hope you are too.
TikTok is committed to providing reasonable accommodations during our recruitment process. If you need assistance or an accommodation, please reach out to us at USRC@tiktok.com.",3.5,TikTok,1001 to 5000 Employees,2016,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,Mountain View, CA,6,0,0,0,0,0,0,1858,data scientist,na
611,"Data Scientist, Marketing Analytics",120.445,"Are you interested in working for a Fortune 100 retailer? Do you want to be able to apply your analytical knowledge and experience to help solve constantly changing business and customer facing opportunities?

As a Data Scientist on the Business Analytics Team, you will support Marketing Measurement, identify buying behaviors and lifestyle characteristics of customers, measure the statistically significant purchasing behavior change at the product and customer segment level, develop sales forecasting methodologies, conduct A/B tests, and work with large cloud based datasets.

Additional responsibilities include:
providing research-based consultation and recommendations regarding the personalization of customer interfaces with Publix
developing and implementing scalable Data Science Analytical Solutions that rely on machine learning and artificial intelligence to automate and optimize key business processes and help improve efficiency and financial results",3.8,Publix,10000+ Employees,1930,Company - Private,Grocery Stores & Supermarkets,Retail,$10+ billion (USD),Lakeland, FL,92,0,0,0,0,0,0,969,data scientist,na
612,Data Scientist,117.0,"Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
Analytics is a competitive differentiator for Nike and is fundamentally changing how the company serves athletes and consumers around the world. The Nike Commercial Analytics team builds analytic-based solutions to manage marketplace and optimize the supply chain. Using big data, advanced analytics and state-of-the-art technology, the team strives to ensure that Nike gets the right product to the right place at the right time for the consumers.",4.1,Nike,10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0,944,data scientist,na
613,Lead Data Scientist - Customer Data Science,153.275,"Data scientists at Disney Streaming Services are the insights and modeling partners for the growth, content, marketing, product, and engineering teams at Disney+, Hulu and ESPN+. They use data to empower decision-makers with information, predictions, and insights that ultimately influence the experiences of millions of users worldwide. Scientists on the team build models, perform statistical analysis, and create visualizations to provide scalable, persistent capability that is iteratively improved through direct interaction with cross-functional business partners.
WHAT YOU'LL DO
Modeling: Design, build and improve machine learning models. Work end to end from data collection, feature generation and selection, algorithm development, forecasting, visualization and communicating of model results. Collaborate with engineering to productionize models.
Drive experimentation to test impact of model based optimization.",3.9,Hulu,1001 to 5000 Employees,2007,Company - Private,TV Broadcast & Cable Networks,Media,$1 to $2 billion (USD),Santa Monica, CA,15,0,1,0,1,0,0,924,data scientist,senior
614,"Lead Data Scientist, Marketing Analytics",125.496,"Data, Research & Insights
Data Science
Spotify is looking for an extraordinary candidate to join the Marketing and Consumer Insights (MCI) team to support Spotify’s Marketing organization in their pursuit of building a globally loved brand and bringing the next generation of fans to Spotify.
Location
New York or Remote Americas
Job type
Permanent
The primary duties of this role will be to lead the Marketing Analytics team that provides analytical support for our global Freemium Marketing team, leading the measurement and evaluation of our marketing activities to drive greater understanding on our ability to impact brand health and ensure we continuously improve the effectiveness of our marketing investments.",4.2,Spotify,5001 to 10000 Employees,2006,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,New York, NY,16,0,0,0,0,0,0,717,data scientist,senior
616,"Senior Data Scientist, Product Intelligence",150.11,"Work Styles at Zoom
In most cases, you will have the opportunity to choose your preferred working location from the following options when you join Zoom: in-person, hybrid or remote. Visit this page for more information about
Zoom's Workstyles
.
Senior Data Scientist, Product Intelligence
FULL TIME, US-REMOTE

The Data Team at Zoom brings data closer to the decision. We know that to deliver customer happiness we need to build best in class products. We support this by empowering Product with behavioral insights to help them build better products. While providing these insights, we also need to ensure that we’re meeting the consent, privacy, and regulatory needs of hundreds of millions of users worldwide.
This role will be part of the Product Intelligence team and will be working closely with the Whiteboard product team. Whiteboard is a powerful virtual hub for real-time and asynchronous collaboration, creating more engaging and efficient meeting experiences. Any team, from enterprise to education, can use the Zoom Whiteboard experience to create, annotate, and share ideas from any device whether you’re in a Zoom meeting or not. This role will work closely with Product, Engineering and the Data Engineering team to help ensure the success of the product. The ideal candidate will have experience partnering with Product to define success metrics and define data requirements to ensure we are set up for success when the product or feature launches. The ideal candidate will have experience measuring product impact using causal inference and A/B testing. The individual will play a key role in providing insights around product usage beyond just the “What?” but to answer the “Why?” behind user behavior. Our team values diversity, collaboration, creativity and most importantly - having fun! Come join us!
$97,920.00 USD
$181,170.00 USD
#LI-Remote",4.4,"Zoom Video Communications, Inc.",1001 to 5000 Employees,2011,Company - Public,IT Services,Information Technology,$2 to $5 billion (USD),San Francisco, CA,11,0,0,0,0,0,0,1866,data scientist,senior
617,Data Scientist (University Graduate),151.0,"Your Job
As a Data Scientist at Indeed your role is to follow the data. Analyze, visualize, and model job search related data. You will build and implement machine learning models to make timely decisions. You will have access to unparalleled resources within Indeed to grow and develop both personally and professionally.

We are looking for a mixture between a statistician, scientist, machine learning expert and engineer: someone who has passion for building and improving Internet-scale products informed by data. The ideal candidate understands human behavior and knows what to look for in the data.

Responsibilities
Have full stack experience in data collection, aggregation, analysis, visualization, productionization, and monitoring of data science products",4.4,Indeed,10000+ Employees,2004,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),Remote,Remote,18,0,1,0,1,0,0,767,data scientist,na
618,"Data Scientist, Operations Data Science",95.0,"Note: Google’s hybrid workplace includes remote and in-office roles. By applying to this position you will have an opportunity to share your preferred working location from the following:

In-office locations: Mountain View, CA, USA.
Remote location(s): United States.
Minimum qualifications:
Master's degree in Operations Research, Industrial Engineering, Statistics, related field, or equivalent practical experience.
2 years of relevant work experience (e.g., as a data scientist) or equivalent. Analytical engagements outside class work while at school can be included.
Experience with statistical software (e.g., R, Python) and database languages (e.g., SQL)



Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing our Accommodations for Applicants form.",4.5,Google,10000+ Employees,1998,Company - Public,Internet,Information Technology,$10+ billion (USD),Mountain View, CA,24,1,0,0,0,0,0,1277,data scientist,na
619,"Data Scientist, Marketing Analytics & Insights",96.004,"The Data Scientist, Theatrical Marketing joins a growth area at Sony Pictures Entertainment (SPE), positioned at the fast-moving intersection of film marketing strategy, shifting consumer behaviors, and big data / predictive modeling. The role is built for a self-starter, and creative, quantitative thinker; someone comfortable pushing for structured insights amidst disparate data sets, and excited about applying data and analytics to evolving Theatrical Film Marketing.",4.0,"Sony Pictures Entertainment, Inc.",5001 to 10000 Employees,1989,Subsidiary or Business Segment,Motion Picture Production & Distribution,Media,$5 to $10 billion (USD),Culver City, CA,33,0,0,0,0,0,0,473,data scientist,na
620,"Senior Director, Data Science (Commercial Analytics) (Open to remote work, except the following locations: SD, VT, and WV)",199.0,"Become a Part of the NIKE, Inc. Team
NIKE, Inc. does more than outfit the world’s best athletes. It is a place to explore potential, obliterate boundaries and push out the edges of what can be. The company looks for people who can grow, think, dream and create. Its culture thrives by embracing diversity and rewarding imagination. The brand seeks achievers, leaders and visionaries. At NIKE, Inc. it’s about each person bringing skills and passion to a challenging and constantly evolving game.
NIKE is a technology company. From our flagship website and five-star mobile apps to developing products, managing big data and providing leading edge engineering and systems support, our teams at NIKE Global Technology exist to revolutionize the future at the confluence of tech and sport. We invest and develop advances in technology and employ the most creative people in the world, and then give them the support to constantly innovate, iterate and serve consumers more directly and personally. Our teams are innovative, diverse, multidisciplinary and collaborative, taking technology into the future and bringing the world with it.",4.1,Nike,10000+ Employees,1972,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),Beaverton, OR,50,0,0,0,0,0,0,1132,director,senior
621,Senior Data Scientist - Marketing Analytics (Remote Eligible),126.0,"This position is a remote eligible position. You can chose to work at a remote location or at one of Redfin's headquarter locations (Seattle, San Francisco, or Dallas).
Redfin is redefining real estate in the consumer’s favor by combining our own technology and agents to create a service that’s better, faster, and costs less. As a Redfinnian, you'll make a difference in one of life’s most important events—buying or selling a home. Our hiring standards are high, yet our culture is humble. We’ve got all the perks, but if what you value most is doing great work in a creative, collaborative, and disciplined environment, join us.
As a Senior Data Scientist for the Marketing Analytics team, you’ll dig, analyse, and model data, answering questions that drive key business decisions for multi-million dollar investments.
The Role:
Help Redfin make big and crucial decisions about how to use our marketing firepower as efficiently as we can to help Redfin grow as fast as we can
Formulate and apply mathematical modeling and other optimization methods to develop and interpret information that assists management with decision making
Starting Base Salary: $100,800 - 151,200. Actual starting base salary will depend on varying circumstances, including individual qualifications, market finances, and other operational business needs.
Benefits for Full-Time Employees: Three weeks of paid vacation, paid maternity/paternity leave, sick leave, and flex days; eligible for medical, dental, and vision insurance benefits; flexible spending account; health savings account; life and disability insurance; fertility benefits; commuter benefits; Employee Assistance Program; and 401(k).
#LI-Remote",4.2,Redfin,1001 to 5000 Employees,2004,Company - Public,Real Estate,Real Estate,Unknown / Non-Applicable,Remote,Remote,18,0,0,0,0,0,0,1691,data scientist,senior
622,Lead Data Scientist,133.311,"Job Title:
Lead Data Scientist, Mobile Product
Requisition ID:
R013080
Job Description:
Your Mission is:
We are looking for a talented Lead Data Scientist to join our Mobile Analytics team. The team’s goal is to put science into product decisions and help to make a better game for both players and the company. You will be the technical leader for the product data science discipline, with the opportunity to take on a managerial role. First year responsibilities include:",3.3,Activision,1001 to 5000 Employees,1979,Subsidiary or Business Segment,Video Games,Media,$500 million to $1 billion (USD),Santa Monica, CA,43,0,0,0,0,0,0,473,data scientist,senior
623,"Senior Manager, Advanced Analytics Data Scientist",104.841,"At CHANEL, we are focused on creating an inclusive culture that nurtures personal growth, contributing to collective progress. We believe the uniqueness of each individual increases the diversity, complementarity and effectiveness of our teams. We strongly encourage your application, as we value the perspective, experience and potential you could bring to CHANEL.
Senior Manager, Advanced Analytics Data Scientist:
CHANEL is looking for a Senior Manager, Advanced Analytics Data Scientist to join our Data & Analytics Team in New York, NY. You will play a leading role in operationalizing and managing the BI Team’s portfolio of Advanced Analytics Services. This role will be the primary contact for all Chanel Advanced Analytics service requests. This role interfaces with Group Director, Data & Analytics, and is a key partner for various business and corporate functions throughout CHANEL. Our ideal candidate will have 3-7 years of experience and a passion for leveraging their technical mastery (e.g. statistical programming and model development), quantitative expertise (e.g. machine learning algorithms and how to apply them to solve real-world problem), and strong communication skills to partner with different service owners (e.g. data automation, dashboarding, Robotic Process Automation, etc.) to define and operationalize an Automation Service.",4.0,Chanel,10000+ Employees,1924,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),New York, NY,98,0,0,0,0,1,0,1360,data scientist,senior
624,"Data Scientist, Infrastructure",162.533,"About Pinterest:
Millions of people across the world come to Pinterest to find new ideas every day. It's where they get inspiration, dream about new possibilities and plan for what matters most. Our mission is to help those people find their inspiration and create a life they love. In your role, you'll be challenged to take on work that upholds this mission and pushes Pinterest forward. You'll grow as a person and leader in your field, all the while helping Pinners make their lives better in the positive corner of the internet.
We're looking for an analytical thinker to help us understand how our infrastructure costs scale with our business. You will work closely with the Infrastructure Governance group and a cross functional team of engineering, product and finance stakeholders to increase visibility into our infrastructure related trends and to suggest actions we can take to make it more predictable over time. The ideal candidate will possess both strong technical and analytical skills; be able to communicate technical details, at a level appropriate for the audience.",4.1,Pinterest,1001 to 5000 Employees,2010,Company - Public,Internet,Information Technology,$100 to $500 million (USD),San Francisco, CA,12,0,0,0,0,0,0,1086,data scientist,na
626,Data Science Advisor (Express Scripts) - Evernorth,127.7,"SUMMARY
The Service Operations Analytics & Reporting organization supports the data and analytical needs of Evernorth Service Operations. As a center of excellence for best practices in Data Platforms, Web Platforms, Data Science, Advanced Analytics, and Business Intelligence, the team brings together data from contact centers, print and digital communications, eligibility, client benefit setup, coverage review and beyond in novel ways to provide actionable insights to business partners from front-line Prior Authorization Representatives and Patient Care Advocates to Senior Leadership across Evernorth, Express Scripts, and Cigna. By turning data into information, and information into insight, we passionately strive to make the operational services provided by Evernorth to patients, clients, and prescribers the safest, most efficient, most convenient, and most trusted in the world.
This position will partner with operations, resource management, and IT teams in the visioning and design of machine learning and statistical models to drive differentiated service, operational efficiency, and a positive member experience. The Data Science Advisor will work to realize these solutions through data acquisition across a wide portfolio of source systems, data preparation, data visualization, and statistical analysis providing information that is both relevant and actionable. In addition, the position will support existing reports and tools, answer ad hoc inquiries as needed.
This position is with Evernorth, a new business within the Cigna Corporation
REQUIREMENTS

Locate, extract, manipulate, and organize data from operational source systems in support of analytic tool development (SQL, Microsoft SSIS, Python)

Partner with varying levels of operations and resource management leadership to understand challenges, goals, and pain points, designing analytic solutions to address them

Produce models and analytics with Python using widely available and homegrown libraries Enhance/troubleshoot existing reports, tools, and data feeds to support evolving business needs

Develop data visualizations that present information to operations and resource management personnel that is both relevant and actionable (Tableau, Thoughtspot, Power BI)

Produce models and analytics with Python using widely available and homegrown libraries Enhance/troubleshoot existing reports, tools, and data feeds to support evolving business needs

Present results and/or recommendations to key business stakeholders up to and including Sr. Staff

Design, build, deploy, and tune analytic algorithms

Flexibly support ad hoc reporting/analytics needs when called upon
QUALIFICATIONS

3+ years' of experience and proven track record of developing analytical solutions from a data science perspective

Ability to combine creativity with analytical, technical, and business acumen to problem solve and extrapolate data into information to drive process improvements

Experience with SQL, Python & Tableau required

Understanding and experience with leading supervised and unsupervised machine learning methods such as Multiple and Logistic Regression and Natural Language Processing

Proven ability to collaborate with others, establish working relationships, and communicate effectively with a variety of stakeholders

Comfortable working in environments with varying levels of ambiguity, complexity, uncertainty, and change and turning high-level ideas into concrete action plan and provide solution designs
This role is WAH/Flex which allows most work to be performed at home. Employees must be fully vaccinated if they choose to come onsite.

For this position, we anticipate offering an annual salary of $95,800 - $159,600, depending on relevant factors, including experience and geographic location.
This role is also anticipated to be eligible to participate in an annual bonus plan.
Helping our customers achieve healthier, more secure lives is at the heart of what we do. While you take care of our customers, we’ll take care of you through a comprehensive benefits program that helps you be at your best. Starting on day one of your employment, you’ll be offered several health-related benefits including medical, vision, dental, and best in class well-being and behavioral health programs. We also offer 401(k) with company match, company paid life insurance, tuition reimbursement, a minimum of 18 days of paid time off per year and dozens of corporate discounts on essentials you use every day. For more details on our employee benefits programs, please visit the “Life at Cigna” tab on our careersite: www.cigna.com/careers
About Cigna
Cigna Corporation exists to improve lives. We are a global health service company dedicated to improving the health, well-being and peace of mind of those we serve. Together, with colleagues around the world, we aspire to transform health services, making them more affordable and accessible to millions. Through our unmatched expertise, bold action, fresh ideas and an unwavering commitment to patient-centered care, we are a force of health services innovation. When you work with us, or one of our subsidiaries, you’ll enjoy meaningful career experiences that enrich people’s lives. What difference will you make?
Qualified applicants will be considered without regard to race, color, age, disability, sex, childbirth (including pregnancy) or related medical conditions including but not limited to lactation, sexual orientation, gender identity or expression, veteran or military status, religion, national origin, ancestry, marital or familial status, genetic information, status with regard to public assistance, citizenship status or any other characteristic protected by applicable equal employment opportunity laws.
If you require reasonable accommodation in completing the online application process, please email: SeeYourself@cigna.com for support. Do not email SeeYourself@cigna.com for an update on your application or to provide your resume as you will not receive a response.",3.8,Cigna,10000+ Employees,1865,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),Saint Louis, MO,157,1,1,1,1,1,1,6033,data scientist,na
627,Senior Data Scientist,181.5,"Your Opportunity

The Schwab Asset Management, Sales Analytics team is embedded within the Sales team to provide close alignment and support to Sales. We are salespeople using analytic tools and techniques to drive enhanced sales outcomes. One’s contribution can be seen daily in the effectiveness of the sales team’s outreach, marketing campaigns, and deepening of existing client relationships. We are looking for a highly-motivated, self-driven Data Scientist to help deliver actionable opportunities, insights, and leads to the Sales Team.
What you are good at

The Sr Manager, Data Scientist, SAM Sales Analytics, will be primarily responsible for developing, tuning, and socializing targeting models with the Sales team and leadership, as well as, building out our prospect and client segmentation strategies across the different channels. This role will help shape the infrastructure and framework of an established and evolving data environment within SAM, to support machine learning, data modeling and advanced analytics.",4.0,Charles Schwab,10000+ Employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Lone Tree, CO,49,0,0,0,0,0,0,1031,data scientist,senior
628,data scientist - People Analytics,115.903,"Job Posting
: Feb 2, 2022
Job Posting End Date
: Ongoing
Location
: US-WA-Seattle-Starbucks Support Center
Is this role eligible for remote or hybrid work? : Yes-Remote",3.8,Starbucks,10000+ Employees,1971,Company - Public,Fast-Food & Quick-Service Restaurants,"Restaurants, Bars & Food Services",$10+ billion (USD),Seattle, WA,51,0,0,0,0,0,0,168,data scientist,na
